case_id,case_login,case_pass,case_ip,case_expected
126,login13,pass2,192.168.1.10,1
127,login13,pass2,192.168.1.10,1
128,login13,pass2,192.168.1.10,1
129,login13,pass2,192.168.1.10,1
130,login14,pass2,192.168.1.10,1
131,login14,pass2,192.168.1.10,1
132,login14,pass2,192.168.1.10,1
133,login14,pass2,192.168.1.10,1
134,login14,pass2,192.168.1.10,1
135,login14,pass2,192.168.1.10,1
136,login14,pass2,192.168.1.10,1
137,login14,pass2,192.168.1.10,1
138,login14,pass2,192.168.1.10,1
139,login14,pass2,192.168.1.10,1
140,login15,pass2,192.168.1.10,1
141,login15,pass2,192.168.1.10,1
142,login15,pass2,192.168.1.10,1
143,login15,pass2,192.168.1.10,1
144,login15,pass2,192.168.1.10,1
145,login15,pass2,192.168.1.10,1
146,login15,pass2,192.168.1.10,1
147,login15,pass2,192.168.1.10,1
148,login15,pass2,192.168.1.10,1
149,login15,pass2,192.168.1.10,1
150,login16,pass2,192.168.1.10,1
151,login16,pass2,192.168.1.10,1
152,login16,pass2,192.168.1.10,1
153,login16,pass2,192.168.1.10,1
154,login16,pass2,192.168.1.10,1
155,login16,pass2,192.168.1.10,1
156,login16,pass2,192.168.1.10,1
157,login16,pass2,192.168.1.10,1
158,login16,pass2,192.168.1.10,1
159,login16,pass2,192.168.1.10,1
160,login17,pass2,192.168.1.10,1
161,login17,pass2,192.168.1.10,1
162,login17,pass2,192.168.1.10,1
163,login17,pass2,192.168.1.10,1
164,login17,pass2,192.168.1.10,1
165,login17,pass2,192.168.1.10,1
166,login17,pass2,192.168.1.10,1
167,login17,pass2,192.168.1.10,1
168,login17,pass2,192.168.1.10,1
169,login17,pass2,192.168.1.10,1
170,login18,pass2,192.168.1.10,1
171,login18,pass2,192.168.1.10,1
172,login18,pass2,192.168.1.10,1
173,login18,pass2,192.168.1.10,1
174,login18,pass2,192.168.1.10,1
175,login18,pass2,192.168.1.10,1
176,login18,pass2,192.168.1.10,1
177,login18,pass2,192.168.1.10,1
178,login18,pass2,192.168.1.10,1
179,login18,pass2,192.168.1.10,1
180,login19,pass2,192.168.1.10,1
181,login19,pass2,192.168.1.10,1
182,login19,pass2,192.168.1.10,1
183,login19,pass2,192.168.1.10,1
184,login19,pass2,192.168.1.10,1
185,login19,pass2,192.168.1.10,1
186,login19,pass2,192.168.1.10,1
187,login19,pass2,192.168.1.10,1
188,login19,pass2,192.168.1.10,1
189,login19,pass2,192.168.1.10,1
190,login20,pass2,192.168.1.10,1
191,login20,pass2,192.168.1.10,1
192,login20,pass2,192.168.1.10,1
193,login20,pass2,192.168.1.10,1
194,login20,pass2,192.168.1.10,1
195,login20,pass2,192.168.1.10,1
196,login20,pass2,192.168.1.10,1
197,login20,pass2,192.168.1.10,1
198,login20,pass2,192.168.1.10,1
199,login20,pass2,192.168.1.10,1
200,login21,pass3,192.168.1.10,1
201,login21,pass3,192.168.1.10,1
202,login21,pass3,192.168.1.10,1
203,login21,pass3,192.168.1.10,1
204,login21,pass3,192.168.1.10,1
205,login21,pass3,192.168.1.10,1
206,login21,pass3,192.168.1.10,1
207,login21,pass3,192.168.1.10,1
208,login21,pass3,192.168.1.10,1
209,login21,pass3,192.168.1.10,1
210,login22,pass3,192.168.1.10,1
211,login22,pass3,192.168.1.10,1
212,login22,pass3,192.168.1.10,1
213,login22,pass3,192.168.1.10,1
214,login22,pass3,192.168.1.10,1
215,login22,pass3,192.168.1.10,1
216,login22,pass3,192.168.1.10,1
217,login22,pass3,192.168.1.10,1
218,login22,pass3,192.168.1.10,1
219,login22,pass3,192.168.1.10,1
220,login23,pass3,192.168.1.10,1
221,login23,pass3,192.168.1.10,1
222,login23,pass3,192.168.1.10,1
223,login23,pass3,192.168.1.10,1
224,login23,pass3,192.168.1.10,1
225,login23,pass3,192.168.1.10,1
226,login23,pass3,192.168.1.10,1
227,login23,pass3,192.168.1.10,1
228,login23,pass3,192.168.1.10,1
229,login23,pass3,192.168.1.10,1
230,login24,pass3,192.168.1.10,1
231,login24,pass3,192.168.1.10,1
232,login24,pass3,192.168.1.10,1
233,login24,pass3,192.168.1.10,1
234,login24,pass3,192.168.1.10,1
235,login24,pass3,192.168.1.10,1
236,login24,pass3,192.168.1.10,1
237,login24,pass3,192.168.1.10,1
238,login24,pass3,192.168.1.10,1
239,login24,pass3,192.168.1.10,1
240,login25,pass3,192.168.1.10,1
241,login25,pass3,192.168.1.10,1
242,login25,pass3,192.168.1.10,1
243,login25,pass3,192.168.1.10,1
244,login25,pass3,192.168.1.10,1
245,login25,pass3,192.168.1.10,1
246,login25,pass3,192.168.1.10,1
247,login25,pass3,192.168.1.10,1
248,login25,pass3,192.168.1.10,1
249,login25,pass3,192.168.1.10,1
250,login26,pass3,192.168.1.10,1
251,login26,pass3,192.168.1.10,1
252,login26,pass3,192.168.1.10,1
253,login26,pass3,192.168.1.10,1
254,login26,pass3,192.168.1.10,1
255,login26,pass3,192.168.1.10,1
256,login26,pass3,192.168.1.10,1
257,login26,pass3,192.168.1.10,1
258,login26,pass3,192.168.1.10,1
259,login26,pass3,192.168.1.10,1
260,login27,pass3,192.168.1.10,1
261,login27,pass3,192.168.1.10,1
262,login27,pass3,192.168.1.10,1
263,login27,pass3,192.168.1.10,1
264,login27,pass3,192.168.1.10,1
265,login27,pass3,192.168.1.10,1
266,login27,pass3,192.168.1.10,1
267,login27,pass3,192.168.1.10,1
268,login27,pass3,192.168.1.10,1
269,login27,pass3,192.168.1.10,1
270,login28,pass3,192.168.1.10,1
271,login28,pass3,192.168.1.10,1
272,login28,pass3,192.168.1.10,1
273,login28,pass3,192.168.1.10,1
274,login28,pass3,192.168.1.10,1
275,login28,pass3,192.168.1.10,1
276,login28,pass3,192.168.1.10,1
277,login28,pass3,192.168.1.10,1
278,login28,pass3,192.168.1.10,1
279,login28,pass3,192.168.1.10,1
280,login29,pass3,192.168.1.10,1
281,login29,pass3,192.168.1.10,1
282,login29,pass3,192.168.1.10,1
283,login29,pass3,192.168.1.10,1
284,login29,pass3,192.168.1.10,1
285,login29,pass3,192.168.1.10,1
286,login29,pass3,192.168.1.10,1
287,login29,pass3,192.168.1.10,1
288,login29,pass3,192.168.1.10,1
289,login29,pass3,192.168.1.10,1
290,login30,pass3,192.168.1.10,1
291,login30,pass3,192.168.1.10,1
292,login30,pass3,192.168.1.10,1
293,login30,pass3,192.168.1.10,1
294,login30,pass3,192.168.1.10,1
295,login30,pass3,192.168.1.10,1
296,login30,pass3,192.168.1.10,1
297,login30,pass3,192.168.1.10,1
298,login30,pass3,192.168.1.10,1
299,login30,pass3,192.168.1.10,1
300,login31,pass4,192.168.1.10,1
301,login31,pass4,192.168.1.10,1
302,login31,pass4,192.168.1.10,1
303,login31,pass4,192.168.1.10,1
304,login31,pass4,192.168.1.10,1
305,login31,pass4,192.168.1.10,1
306,login31,pass4,192.168.1.10,1
307,login31,pass4,192.168.1.10,1
308,login31,pass4,192.168.1.10,1
309,login31,pass4,192.168.1.10,1
310,login32,pass4,192.168.1.10,1
311,login32,pass4,192.168.1.10,1
312,login32,pass4,192.168.1.10,1
313,login32,pass4,192.168.1.10,1
314,login32,pass4,192.168.1.10,1
315,login32,pass4,192.168.1.10,1
316,login32,pass4,192.168.1.10,1
317,login32,pass4,192.168.1.10,1
318,login32,pass4,192.168.1.10,1
319,login32,pass4,192.168.1.10,1
320,login33,pass4,192.168.1.10,1
321,login33,pass4,192.168.1.10,1
322,login33,pass4,192.168.1.10,1
323,login33,pass4,192.168.1.10,1
324,login33,pass4,192.168.1.10,1
325,login33,pass4,192.168.1.10,1
326,login33,pass4,192.168.1.10,1
327,login33,pass4,192.168.1.10,1
328,login33,pass4,192.168.1.10,1
329,login33,pass4,192.168.1.10,1
330,login34,pass4,192.168.1.10,1
331,login34,pass4,192.168.1.10,1
332,login34,pass4,192.168.1.10,1
333,login34,pass4,192.168.1.10,1
334,login34,pass4,192.168.1.10,1
335,login34,pass4,192.168.1.10,1
336,login34,pass4,192.168.1.10,1
337,login34,pass4,192.168.1.10,1
338,login34,pass4,192.168.1.10,1
339,login34,pass4,192.168.1.10,1
340,login35,pass4,192.168.1.10,1
341,login35,pass4,192.168.1.10,1
342,login35,pass4,192.168.1.10,1
343,login35,pass4,192.168.1.10,1
344,login35,pass4,192.168.1.10,1
345,login35,pass4,192.168.1.10,1
346,login35,pass4,192.168.1.10,1
347,login35,pass4,192.168.1.10,1
348,login35,pass4,192.168.1.10,1
349,login35,pass4,192.168.1.10,1
350,login36,pass4,192.168.1.10,1
351,login36,pass4,192.168.1.10,1
352,login36,pass4,192.168.1.10,1
353,login36,pass4,192.168.1.10,1
354,login36,pass4,192.168.1.10,1
355,login36,pass4,192.168.1.10,1
356,login36,pass4,192.168.1.10,1
357,login36,pass4,192.168.1.10,1
358,login36,pass4,192.168.1.10,1
359,login36,pass4,192.168.1.10,1
360,login37,pass4,192.168.1.10,1
361,login37,pass4,192.168.1.10,1
362,login37,pass4,192.168.1.10,1
363,login37,pass4,192.168.1.10,1
364,login37,pass4,192.168.1.10,1
365,login37,pass4,192.168.1.10,1
366,login37,pass4,192.168.1.10,1
367,login37,pass4,192.168.1.10,1
368,login37,pass4,192.168.1.10,1
369,login37,pass4,192.168.1.10,1
370,login38,pass4,192.168.1.10,1
371,login38,pass4,192.168.1.10,1
372,login38,pass4,192.168.1.10,1
373,login38,pass4,192.168.1.10,1
374,login38,pass4,192.168.1.10,1
375,login38,pass4,192.168.1.10,1
376,login38,pass4,192.168.1.10,1
377,login38,pass4,192.168.1.10,1
378,login38,pass4,192.168.1.10,1
379,login38,pass4,192.168.1.10,1
380,login39,pass4,192.168.1.10,1
381,login39,pass4,192.168.1.10,1
382,login39,pass4,192.168.1.10,1
383,login39,pass4,192.168.1.10,1
384,login39,pass4,192.168.1.10,1
385,login39,pass4,192.168.1.10,1
386,login39,pass4,192.168.1.10,1
387,login39,pass4,192.168.1.10,1
388,login39,pass4,192.168.1.10,1
389,login39,pass4,192.168.1.10,1
390,login40,pass4,192.168.1.10,1
391,login40,pass4,192.168.1.10,1
392,login40,pass4,192.168.1.10,1
393,login40,pass4,192.168.1.10,1
394,login40,pass4,192.168.1.10,1
395,login40,pass4,192.168.1.10,1
396,login40,pass4,192.168.1.10,1
397,login40,pass4,192.168.1.10,1
398,login40,pass4,192.168.1.10,1
399,login40,pass4,192.168.1.10,1
400,login41,pass5,192.168.1.10,1
401,login41,pass5,192.168.1.10,1
402,login41,pass5,192.168.1.10,1
403,login41,pass5,192.168.1.10,1
404,login41,pass5,192.168.1.10,1
405,login41,pass5,192.168.1.10,1
406,login41,pass5,192.168.1.10,1
407,login41,pass5,192.168.1.10,1
408,login41,pass5,192.168.1.10,1
409,login41,pass5,192.168.1.10,1
410,login42,pass5,192.168.1.10,1
411,login42,pass5,192.168.1.10,1
412,login42,pass5,192.168.1.10,1
413,login42,pass5,192.168.1.10,1
414,login42,pass5,192.168.1.10,1
415,login42,pass5,192.168.1.10,1
416,login42,pass5,192.168.1.10,1
417,login42,pass5,192.168.1.10,1
418,login42,pass5,192.168.1.10,1
419,login42,pass5,192.168.1.10,1
420,login43,pass5,192.168.1.10,1
421,login43,pass5,192.168.1.10,1
422,login43,pass5,192.168.1.10,1
423,login43,pass5,192.168.1.10,1
424,login43,pass5,192.168.1.10,1
425,login43,pass5,192.168.1.10,1
426,login43,pass5,192.168.1.10,1
427,login43,pass5,192.168.1.10,1
428,login43,pass5,192.168.1.10,1
429,login43,pass5,192.168.1.10,1
430,login44,pass5,192.168.1.10,1
431,login44,pass5,192.168.1.10,1
432,login44,pass5,192.168.1.10,1
433,login44,pass5,192.168.1.10,1
434,login44,pass5,192.168.1.10,1
435,login44,pass5,192.168.1.10,1
436,login44,pass5,192.168.1.10,1
437,login44,pass5,192.168.1.10,1
438,login44,pass5,192.168.1.10,1
439,login44,pass5,192.168.1.10,1
440,login45,pass5,192.168.1.10,1
441,login45,pass5,192.168.1.10,1
442,login45,pass5,192.168.1.10,1
443,login45,pass5,192.168.1.10,1
444,login45,pass5,192.168.1.10,1
445,login45,pass5,192.168.1.10,1
446,login45,pass5,192.168.1.10,1
447,login45,pass5,192.168.1.10,1
448,login45,pass5,192.168.1.10,1
449,login45,pass5,192.168.1.10,1
450,login46,pass5,192.168.1.10,1
451,login46,pass5,192.168.1.10,1
452,login46,pass5,192.168.1.10,1
453,login46,pass5,192.168.1.10,1
454,login46,pass5,192.168.1.10,1
455,login46,pass5,192.168.1.10,1
456,login46,pass5,192.168.1.10,1
457,login46,pass5,192.168.1.10,1
458,login46,pass5,192.168.1.10,1
459,login46,pass5,192.168.1.10,1
460,login47,pass5,192.168.1.10,1
461,login47,pass5,192.168.1.10,1
462,login47,pass5,192.168.1.10,1
463,login47,pass5,192.168.1.10,1
464,login47,pass5,192.168.1.10,1
465,login47,pass5,192.168.1.10,1
466,login47,pass5,192.168.1.10,1
467,login47,pass5,192.168.1.10,1
468,login47,pass5,192.168.1.10,1
469,login47,pass5,192.168.1.10,1
470,login48,pass5,192.168.1.10,1
471,login48,pass5,192.168.1.10,1
472,login48,pass5,192.168.1.10,1
473,login48,pass5,192.168.1.10,1
474,login48,pass5,192.168.1.10,1
475,login48,pass5,192.168.1.10,1
476,login48,pass5,192.168.1.10,1
477,login48,pass5,192.168.1.10,1
478,login48,pass5,192.168.1.10,1
479,login48,pass5,192.168.1.10,1
480,login49,pass5,192.168.1.10,1
481,login49,pass5,192.168.1.10,1
482,login49,pass5,192.168.1.10,1
483,login49,pass5,192.168.1.10,1
484,login49,pass5,192.168.1.10,1
485,login49,pass5,192.168.1.10,1
486,login49,pass5,192.168.1.10,1
487,login49,pass5,192.168.1.10,1
488,login49,pass5,192.168.1.10,1
489,login49,pass5,192.168.1.10,1
490,login50,pass5,192.168.1.10,1
491,login50,pass5,192.168.1.10,1
492,login50,pass5,192.168.1.10,1
493,login50,pass5,192.168.1.10,1
494,login50,pass5,192.168.1.10,1
495,login50,pass5,192.168.1.10,1
496,login50,pass5,192.168.1.10,1
497,login50,pass5,192.168.1.10,1
498,login50,pass5,192.168.1.10,1
499,login50,pass5,192.168.1.10,1
500,login51,pass6,192.168.1.10,1
501,login51,pass6,192.168.1.10,1
502,login51,pass6,192.168.1.10,1
503,login51,pass6,192.168.1.10,1
504,login51,pass6,192.168.1.10,1
505,login51,pass6,192.168.1.10,1
506,login51,pass6,192.168.1.10,1
507,login51,pass6,192.168.1.10,1
508,login51,pass6,192.168.1.10,1
509,login51,pass6,192.168.1.10,1
510,login52,pass6,192.168.1.10,1
511,login52,pass6,192.168.1.10,1
512,login52,pass6,192.168.1.10,1
513,login52,pass6,192.168.1.10,1
514,login52,pass6,192.168.1.10,1
515,login52,pass6,192.168.1.10,1
516,login52,pass6,192.168.1.10,1
517,login52,pass6,192.168.1.10,1
518,login52,pass6,192.168.1.10,1
519,login52,pass6,192.168.1.10,1
520,login53,pass6,192.168.1.10,1
521,login53,pass6,192.168.1.10,1
522,login53,pass6,192.168.1.10,1
523,login53,pass6,192.168.1.10,1
524,login53,pass6,192.168.1.10,1
525,login53,pass6,192.168.1.10,1
526,login53,pass6,192.168.1.10,1
527,login53,pass6,192.168.1.10,1
528,login53,pass6,192.168.1.10,1
529,login53,pass6,192.168.1.10,1
530,login54,pass6,192.168.1.10,1
531,login54,pass6,192.168.1.10,1
532,login54,pass6,192.168.1.10,1
533,login54,pass6,192.168.1.10,1
534,login54,pass6,192.168.1.10,1
535,login54,pass6,192.168.1.10,1
536,login54,pass6,192.168.1.10,1
537,login54,pass6,192.168.1.10,1
538,login54,pass6,192.168.1.10,1
539,login54,pass6,192.168.1.10,1
540,login55,pass6,192.168.1.10,1
541,login55,pass6,192.168.1.10,1
542,login55,pass6,192.168.1.10,1
543,login55,pass6,192.168.1.10,1
544,login55,pass6,192.168.1.10,1
545,login55,pass6,192.168.1.10,1
546,login55,pass6,192.168.1.10,1
547,login55,pass6,192.168.1.10,1
548,login55,pass6,192.168.1.10,1
549,login55,pass6,192.168.1.10,1
550,login56,pass6,192.168.1.10,1
551,login56,pass6,192.168.1.10,1
552,login56,pass6,192.168.1.10,1
553,login56,pass6,192.168.1.10,1
554,login56,pass6,192.168.1.10,1
555,login56,pass6,192.168.1.10,1
556,login56,pass6,192.168.1.10,1
557,login56,pass6,192.168.1.10,1
558,login56,pass6,192.168.1.10,1
559,login56,pass6,192.168.1.10,1
560,login57,pass6,192.168.1.10,1
561,login57,pass6,192.168.1.10,1
562,login57,pass6,192.168.1.10,1
563,login57,pass6,192.168.1.10,1
564,login57,pass6,192.168.1.10,1
565,login57,pass6,192.168.1.10,1
566,login57,pass6,192.168.1.10,1
567,login57,pass6,192.168.1.10,1
568,login57,pass6,192.168.1.10,1
569,login57,pass6,192.168.1.10,1
570,login58,pass6,192.168.1.10,1
571,login58,pass6,192.168.1.10,1
572,login58,pass6,192.168.1.10,1
573,login58,pass6,192.168.1.10,1
574,login58,pass6,192.168.1.10,1
575,login58,pass6,192.168.1.10,1
576,login58,pass6,192.168.1.10,1
577,login58,pass6,192.168.1.10,1
578,login58,pass6,192.168.1.10,1
579,login58,pass6,192.168.1.10,1
580,login59,pass6,192.168.1.10,1
581,login59,pass6,192.168.1.10,1
582,login59,pass6,192.168.1.10,1
583,login59,pass6,192.168.1.10,1
584,login59,pass6,192.168.1.10,1
585,login59,pass6,192.168.1.10,1
586,login59,pass6,192.168.1.10,1
587,login59,pass6,192.168.1.10,1
588,login59,pass6,192.168.1.10,1
589,login59,pass6,192.168.1.10,1
590,login60,pass6,192.168.1.10,1
591,login60,pass6,192.168.1.10,1
592,login60,pass6,192.168.1.10,1
593,login60,pass6,192.168.1.10,1
594,login60,pass6,192.168.1.10,1
595,login60,pass6,192.168.1.10,1
596,login60,pass6,192.168.1.10,1
597,login60,pass6,192.168.1.10,1
598,login60,pass6,192.168.1.10,1
599,login60,pass6,192.168.1.10,1
600,login61,pass7,192.168.1.10,1
601,login61,pass7,192.168.1.10,1
602,login61,pass7,192.168.1.10,1
603,login61,pass7,192.168.1.10,1
604,login61,pass7,192.168.1.10,1
605,login61,pass7,192.168.1.10,1
606,login61,pass7,192.168.1.10,1
607,login61,pass7,192.168.1.10,1
608,login61,pass7,192.168.1.10,1
609,login61,pass7,192.168.1.10,1
610,login62,pass7,192.168.1.10,1
611,login62,pass7,192.168.1.10,1
612,login62,pass7,192.168.1.10,1
613,login62,pass7,192.168.1.10,1
614,login62,pass7,192.168.1.10,1
615,login62,pass7,192.168.1.10,1
616,login62,pass7,192.168.1.10,1
617,login62,pass7,192.168.1.10,1
618,login62,pass7,192.168.1.10,1
619,login62,pass7,192.168.1.10,1
620,login63,pass7,192.168.1.10,1
621,login63,pass7,192.168.1.10,1
622,login63,pass7,192.168.1.10,1
623,login63,pass7,192.168.1.10,1
624,login63,pass7,192.168.1.10,1
625,login63,pass7,192.168.1.10,1
626,login63,pass7,192.168.1.10,1
627,login63,pass7,192.168.1.10,1
628,login63,pass7,192.168.1.10,1
629,login63,pass7,192.168.1.10,1
630,login64,pass7,192.168.1.10,1
631,login64,pass7,192.168.1.10,1
632,login64,pass7,192.168.1.10,1
633,login64,pass7,192.168.1.10,1
634,login64,pass7,192.168.1.10,1
635,login64,pass7,192.168.1.10,1
636,login64,pass7,192.168.1.10,1
637,login64,pass7,192.168.1.10,1
638,login64,pass7,192.168.1.10,1
639,login64,pass7,192.168.1.10,1
640,login65,pass7,192.168.1.10,1
641,login65,pass7,192.168.1.10,1
642,login65,pass7,192.168.1.10,1
643,login65,pass7,192.168.1.10,1
644,login65,pass7,192.168.1.10,1
645,login65,pass7,192.168.1.10,1
646,login65,pass7,192.168.1.10,1
647,login65,pass7,192.168.1.10,1
648,login65,pass7,192.168.1.10,1
649,login65,pass7,192.168.1.10,1
650,login66,pass7,192.168.1.10,1
651,login66,pass7,192.168.1.10,1
652,login66,pass7,192.168.1.10,1
653,login66,pass7,192.168.1.10,1
654,login66,pass7,192.168.1.10,1
655,login66,pass7,192.168.1.10,1
656,login66,pass7,192.168.1.10,1
657,login66,pass7,192.168.1.10,1
658,login66,pass7,192.168.1.10,1
659,login66,pass7,192.168.1.10,1
660,login67,pass7,192.168.1.10,1
661,login67,pass7,192.168.1.10,1
662,login67,pass7,192.168.1.10,1
663,login67,pass7,192.168.1.10,1
664,login67,pass7,192.168.1.10,1
665,login67,pass7,192.168.1.10,1
666,login67,pass7,192.168.1.10,1
667,login67,pass7,192.168.1.10,1
668,login67,pass7,192.168.1.10,1
669,login67,pass7,192.168.1.10,1
670,login68,pass7,192.168.1.10,1
671,login68,pass7,192.168.1.10,1
672,login68,pass7,192.168.1.10,1
673,login68,pass7,192.168.1.10,1
674,login68,pass7,192.168.1.10,1
675,login68,pass7,192.168.1.10,1
676,login68,pass7,192.168.1.10,1
677,login68,pass7,192.168.1.10,1
678,login68,pass7,192.168.1.10,1
679,login68,pass7,192.168.1.10,1
680,login69,pass7,192.168.1.10,1
681,login69,pass7,192.168.1.10,1
682,login69,pass7,192.168.1.10,1
683,login69,pass7,192.168.1.10,1
684,login69,pass7,192.168.1.10,1
685,login69,pass7,192.168.1.10,1
686,login69,pass7,192.168.1.10,1
687,login69,pass7,192.168.1.10,1
688,login69,pass7,192.168.1.10,1
689,login69,pass7,192.168.1.10,1
690,login70,pass7,192.168.1.10,1
691,login70,pass7,192.168.1.10,1
692,login70,pass7,192.168.1.10,1
693,login70,pass7,192.168.1.10,1
694,login70,pass7,192.168.1.10,1
695,login70,pass7,192.168.1.10,1
696,login70,pass7,192.168.1.10,1
697,login70,pass7,192.168.1.10,1
698,login70,pass7,192.168.1.10,1
699,login70,pass7,192.168.1.10,1
700,login71,pass8,192.168.1.10,1
701,login71,pass8,192.168.1.10,1
702,login71,pass8,192.168.1.10,1
703,login71,pass8,192.168.1.10,1
704,login71,pass8,192.168.1.10,1
705,login71,pass8,192.168.1.10,1
706,login71,pass8,192.168.1.10,1
707,login71,pass8,192.168.1.10,1
708,login71,pass8,192.168.1.10,1
709,login71,pass8,192.168.1.10,1
710,login72,pass8,192.168.1.10,1
711,login72,pass8,192.168.1.10,1
712,login72,pass8,192.168.1.10,1
713,login72,pass8,192.168.1.10,1
714,login72,pass8,192.168.1.10,1
715,login72,pass8,192.168.1.10,1
716,login72,pass8,192.168.1.10,1
717,login72,pass8,192.168.1.10,1
718,login72,pass8,192.168.1.10,1
719,login72,pass8,192.168.1.10,1
720,login73,pass8,192.168.1.10,1
721,login73,pass8,192.168.1.10,1
722,login73,pass8,192.168.1.10,1
723,login73,pass8,192.168.1.10,1
724,login73,pass8,192.168.1.10,1
725,login73,pass8,192.168.1.10,1
726,login73,pass8,192.168.1.10,1
727,login73,pass8,192.168.1.10,1
728,login73,pass8,192.168.1.10,1
729,login73,pass8,192.168.1.10,1
730,login74,pass8,192.168.1.10,1
731,login74,pass8,192.168.1.10,1
732,login74,pass8,192.168.1.10,1
733,login74,pass8,192.168.1.10,1
